Journal,Title,Cantidad
Computers & Education,Testing a design-based learning approach to enhance elementary students’ computational thinking with experience-sampling method,1
Computers & Education,Textile Pattern Generation Technique Based on Quasi-Regular Pattern Theory and Their Transform,1
Computers & Education,The American Journal of Comparative Lawsignificance,1
Computers & Education,The Chinese Journal of Comparative Lawsignificance,1
Computers & Education,The Development and Challenges of Computational Thinking Board Games,1
Computers & Education,The Development of Instructional Model for Engineering Materials Course by using Concept Mapping to Enhance Computational Skills,1
Computers & Education,The Expert System of Product Design Based on CBR and GA,1
Computers & Education,The Gerontologistsignificance,1
Computers & Education,The ISME Journalsignificance,1
Computers & Education,The Integration of Computational Thinking and Making in the Classroom,1
Computers & Education,The Journal of Biochemistrysignificance,1
Computers & Education,The Journal of Hindu Studiessignificance,1
Computers & Education,The Journal of Infectious Diseasessignificance,1
Computers & Education,The Plant Cellsignificance,1
Computers & Education,The Quarterly Journal of Economicssignificance,1
Computers & Education,The Review of Economic Studiessignificance,1
Computers & Education,The Use of Different Kinds of Robots to Spark Student Interest in Learning Computational Thinking,1
Computers & Education,The impact of Montessori method on early mathematical competence of young children,1
Computers & Education,The impact of different types of scaffolding in project-based learning on girls' computational thinking skills and self-efficacy,1
Computers & Education,The influence of students’ computer science learning experience on their perception of computational thinking,1
Computers & Education,Thinking about computational thinking,1
Computers & Education,Towards Machines for Measuring Creativity: The Use of Computational Tools in Storytelling Activities,1
Computers & Education,Towards an Analysis of Computational Thinking,1
Computers & Education,Towards playful learning and computational thinking — Developing the educational robot BRICKO,1
Computers & Education,Toxicology Researchsignificance,1
Computers & Education,Training Methods of Computational Thinking for Medical Students in Big Data Age,1
Computers & Education,Transactions of The Royal Society of Tropical Medicine and Hygienesignificance,1
Computers & Education,Tree Physiologysignificance,1
Computers & Education,Trust-based situation awareness: Agent-based versus population-based modeling a comparative study,1
Computers & Education,Understanding Collaborative Computational Thinking,1
Computers & Education,Unified Theory Acceptance and Use of Technology Against Unplugged Computational Thinking Activities,1
Computers & Education,User interface design analysis pertaining to computational thinking framework,1
Computers & Education,Using Topic Modeling to Extract Pre-Service Teachers’ Understandings of Computational Thinking From Their Coding Reflections,1
Computers & Education,Using an Intelligent Robot to Introduce Elementary School Students to Computational Thinking and Artificial Intelligence,1
Computers & Education,Using computacional thinking as a strategy for the development of reasoning and logic in students about the theme of ecology during the pandemic,1
Computers & Education,"Visual, Interactive Teaching Design and Application on Advanced Mathematics Course in Application-Oriented Universities of Technology",1
Computers & Education,What Does Information Mean to Me as an Engineer? Fostering Engineering Students’ Holistic Competencies in the Informational World,1
Computers & Education,Wireless Local Area Network and Analytical Hierarchy Process: Technology Acceptance Model for Increasing Use of Online Learning,1
Computers & Education,Work in progress: SCRATCHTON,1
Computers & Education,Work in progress: Teaching computational thinking in middle and high school,1
Computers & Education,"Work, Aging and Retirementsignificance",1
Computers & Education,Yearbook of International Environmental Lawsignificance,1
Computers & Education,microLifesignificance,1
IEEE Transactions on Software Engineering,"""Computer Science, Academia and Industry"" as pedagogical model to enhance Computational thinking",1
IEEE Transactions on Software Engineering,'Who Done It?’ A Multidisciplinary Mobile Device Forensics Framework: From Theory to Practice with Intermediate Students,1
IEEE Transactions on Software Engineering,2 COMPUTATIONAL METHODS,1
IEEE Transactions on Software Engineering,3 COMPUTING MACHINES,1
IEEE Transactions on Software Engineering,A Case Study in Class User Interface Design of Problem-Based Learning Modeling (UIDPBL),1
IEEE Transactions on Software Engineering,A Collaborative Game-Based Learning Framework to Improve Computational Thinking Skills,1
IEEE Transactions on Software Engineering,A Computational Approach to Understand the Human Thought Process,1
IEEE Transactions on Software Engineering,A Natural User Interface implementation for an Interactive Learning Environment,1
IEEE Transactions on Software Engineering,A Scheme of STEAM Interactive Learning Toy for Musical and Computational Thinking,1
IEEE Transactions on Software Engineering,A Strategy for the Development of Computational Thinking from Game Design Specifications,1
IEEE Transactions on Software Engineering,A Survey on Story Generation Techniques for Authoring Computational Narratives,1
IEEE Transactions on Software Engineering,A Topic Modeling Approach to Characterizing Colombian Teachers' Conceptions of Computational Thinking,1
IEEE Transactions on Software Engineering,A Web Prototype to Teach Music and Computational Thinking Through Building Blocks,1
IEEE Transactions on Software Engineering,A Web-Based learning activity integrated with scratch tool to support programming learning,1
IEEE Transactions on Software Engineering,A big data approach to computational creativity: The curious case of Chef Watson,1
IEEE Transactions on Software Engineering,A computational model for visual conceptual blends,1
IEEE Transactions on Software Engineering,A first proposal of Pedagogic Conversational Agents to develop Computational Thinking in children,1
IEEE Transactions on Software Engineering,A longitudinal study of the effects of a high school robotics and computational thinking class on academic achievement (WIP),1
IEEE Transactions on Software Engineering,ACKNOWLEDGMENTS,1
IEEE Transactions on Software Engineering,Activities to develop computational thinking contextualized with COVID-19 pandemic: a case study,1
IEEE Transactions on Software Engineering,Advances in Computational thinking and robotics in education,1
IEEE Transactions on Software Engineering,Algorithmic Thinking and Extension of its Definition for Trainee Software Developers: A Systematic Literature Mapping,1
IEEE Transactions on Software Engineering,American Journal of Health-System Pharmacysignificance,1
IEEE Transactions on Software Engineering,American Journal of Legal Historysignificance,1
IEEE Transactions on Software Engineering,American Law and Economics Reviewsignificance,1
IEEE Transactions on Software Engineering,American Literary Historysignificance,1
IEEE Transactions on Software Engineering,An Empirical Study on the Effect of Gamified Teaching in Scratch Courses on Developing Elementary Students' Computational Thinking,1
IEEE Transactions on Software Engineering,An Experience Report on Teaching Programming and Computational Thinking to Elementary Level Children Using Lego Robotics Education Kit,1
IEEE Transactions on Software Engineering,An ISMP Approach for Promoting Design Innovation Capability and Its Interaction With Personal Characters,1
IEEE Transactions on Software Engineering,An Ontology to Formalize a Creative Problem Solving Activity,1
IEEE Transactions on Software Engineering,An automatic grading system for a high school-level computational thinking course,1
IEEE Transactions on Software Engineering,An exploratory study of augmented embodiment for computational thinking,1
IEEE Transactions on Software Engineering,"AnaLogic Wave Computers-wave-type algorithms: canonical description, computer classes, and computational complexity",1
IEEE Transactions on Software Engineering,Analysissignificance,1
IEEE Transactions on Software Engineering,"Animal Cognition, Epistemic Fluency, Social Networks and the Scientific Habit of Mind",1
IEEE Transactions on Software Engineering,Applications of creative education to the teaching in computer course in universities and colleges,1
IEEE Transactions on Software Engineering,Applied Linguisticssignificance,1
IEEE Transactions on Software Engineering,Arthropod Management Testssignificance,1
IEEE Transactions on Software Engineering,Assessing the validity of a computational model of emotional coping,1
IEEE Transactions on Software Engineering,Assessment Methods and Interventions to Develop Computational Thinking — A Literature Review,1
IEEE Transactions on Software Engineering,Automated Feedback and Authentic Assessment for Online Computational Thinking Tutoring Systems,1
IEEE Transactions on Software Engineering,Automatic Generation of Program Comments Based on Problem Statements for Computational Thinking,1
IEEE Transactions on Software Engineering,Basketball players’ competitive thinking mode based on simulation technology,1
IEEE Transactions on Software Engineering,Brainsignificance,1
IEEE Transactions on Software Engineering,Briefings in Functional Genomicssignificance,1
IEEE Transactions on Software Engineering,Bringing Computational Thinking to Hospital Classrooms,1
IEEE Transactions on Software Engineering,Bulletin of the Institute of Classical Studiessignificance,1
IEEE Transactions on Software Engineering,Burns & Traumasignificance,1
IEEE Transactions on Software Engineering,CARES Model for Computing Education,1
IEEE Transactions on Software Engineering,CT-Blocks: Learning Computational Thinking by Snapping Blocks,1
IEEE Transactions on Software Engineering,Capital Markets Law Journalsignificance,1
IEEE Transactions on Software Engineering,Cardiovascular Researchsignificance,1
IEEE Transactions on Software Engineering,Case for Integrating Computational Thinking and Science in a Low-Resource Setting,1
IEEE Transactions on Software Engineering,Character animation and embodiment in teaching computational thinking,1
IEEE Transactions on Software Engineering,Classical Receptions Journalsignificance,1
IEEE Transactions on Software Engineering,Code to learn with Scratch? A systematic literature review,1
IEEE Transactions on Software Engineering,Combining Block-Based Programming and Hardware Prototyping to Foster Computational Thinking,1
IEEE Transactions on Software Engineering,Comparing computational thinking development assessment scores with software complexity metrics,1
IEEE Transactions on Software Engineering,Complex adaptive models for the integration of product centered engineering,1
IEEE Transactions on Software Engineering,Computational Methods in Chemistry and Biochemistry Education: Visualization of Proteins,1
IEEE Transactions on Software Engineering,Computational Modeling in Complex Multinational Domains,1
IEEE Transactions on Software Engineering,Computational Models of Human Decision-Making with Application to the Internet of Everything,1
IEEE Transactions on Software Engineering,Computational Thinking (CT) and Rebel game Design: CT in health games,1
IEEE Transactions on Software Engineering,Computational Thinking as Play: Experiences of Children who are Blind or Low Vision in India,1
IEEE Transactions on Software Engineering,Computational Thinking in Augmented Reality: An Investigation of Collaborative Debugging Practices,1
IEEE Transactions on Software Engineering,"Computational Thinking in Italian Schools: Quantitative Data and Teachers' Sentiment Analysis after Two Years of ""Programma il Futuro""",1
IEEE Transactions on Software Engineering,Computational Thinking in Music: A Data-Driven General Education STEAM Course,1
IEEE Transactions on Software Engineering,Computational Thinking in the Making: Lessons for Second Graders in a STEM Computer Science Immersion School,1
IEEE Transactions on Software Engineering,Computational Thinking through Tangible Play: Understanding Social Dialogues in Children's Learning,1
IEEE Transactions on Software Engineering,Computational imagery and diagrammatic reasoning: a case study in kinematics,1
IEEE Transactions on Software Engineering,Computational thinking for all: the power and the peril,1
IEEE Transactions on Software Engineering,Computational thinking in elementary classrooms: Using classroom dialogue to measure equitable participation,1
IEEE Transactions on Software Engineering,Computational thinking in mathematics education: A joint approach to encourage problem-solving ability,1
IEEE Transactions on Software Engineering,"Computational thinking is critical thinking: connecting to university discourse, goals, and learning outcomes",1
IEEE Transactions on Software Engineering,Construction of Evaluation Index System for College Students' Text Programming Computational Thinking,1
IEEE Transactions on Software Engineering,"Cooperative Thinking, or: Computational Thinking Meets Agile",1
IEEE Transactions on Software Engineering,Critical Community-Centeredness: Ethical Considerations for Computational Archival Studies,1
IEEE Transactions on Software Engineering,Cross-grade Comparison of Computational Thinking in Young Children Using Normalized Unplugged Assessment Scores,1
IEEE Transactions on Software Engineering,"Crystal structures, NCI-RDG, Hirshfeld surface and energy framework analysis of tetra aryl substitute bispidine and oxaquinuclidine core containing derivatives: A potential COVID-19 drug candidate",1
IEEE Transactions on Software Engineering,Dentomaxillofacial Radiologysignificance,1
IEEE Transactions on Software Engineering,Design Factors Affecting the Social Use of Programmable Robots to Learn Computational Thinking in Kindergarten,1
IEEE Transactions on Software Engineering,Design and Evaluation of a Collaborative Online Computational Thinking Course,1
IEEE Transactions on Software Engineering,Design of Model Elevator Control System Based on NI CompactRIO and LabVIEW,1
IEEE Transactions on Software Engineering,Design of Social Story Teaching Aid for Autistic Children Based on Computational Thinking and Its Case Study,1
IEEE Transactions on Software Engineering,Designing Project-based learning experiences to integrate Computational Thinking skills at Teacher Colleges,1
IEEE Transactions on Software Engineering,Designing a new sustainable healthcare network considering the COVID-19 pandemic: Artificial intelligence-based solutions,1
IEEE Transactions on Software Engineering,Designing an Interactive System as support to the development of Computational Thinking for Children with Cochlear Implants: Extended Abstract,1
IEEE Transactions on Software Engineering,Designing hybrid physics labs: combining simulation and experiment for teaching computational thinking in first-year engineering,1
IEEE Transactions on Software Engineering,Developing Computational Thinking in Pre-School Children,1
IEEE Transactions on Software Engineering,Developing Computational Thinking in STEM Education with Drones,1
IEEE Transactions on Software Engineering,Developing Inclusive K-12 Computing Pathways for the League of Innovative Schools,1
IEEE Transactions on Software Engineering,Developing Student's Computational Thinking through Agent-Based Modeling in Secondary Education,1
IEEE Transactions on Software Engineering,Development of Computational Thinking: Student Motivation Using Ozobot,1
IEEE Transactions on Software Engineering,Digital Storytelling Using Scratch: Engaging Children Towards Digital Storytelling,1
IEEE Transactions on Software Engineering,Discovering Programming Talent and Improving Learning Motivation with CodeCombat in K-12 Education,1
IEEE Transactions on Software Engineering,Educational Robotics as a Strategy to Develop Computational Thinking in Basic General Education,1
IEEE Transactions on Software Engineering,Effects of integrating Collaboration Scripts into Pair Programming for Developing Computational Thinking,1
IEEE Transactions on Software Engineering,Emotional Brain-Inspired Adaptive Fuzzy Decayed Learning for online prediction problems,1
IEEE Transactions on Software Engineering,Enabling Interdisciplinary Learning and Research through AI-Driven Transliteration of Historical Documents: A Case Study Proposal from Digital Humanities,1
IEEE Transactions on Software Engineering,Enhancement the computational thinking skills via the simulation game,1
IEEE Transactions on Software Engineering,Enhancing the Role of Computational Thinking in Primary and Secondary Education in Switzerland,1
IEEE Transactions on Software Engineering,Establishing Computational Thinking as Just Another Tool in the Problem Solving Tool Box,1
IEEE Transactions on Software Engineering,European Heart Journal - Digital Healthsignificance,1
IEEE Transactions on Software Engineering,European Journal of Surgerysignificance,1
IEEE Transactions on Software Engineering,European Review of Agricultural Economicssignificance,1
IEEE Transactions on Software Engineering,Expanding the benefits of computational thinking to diverse populations: Graduate student consortium,1
IEEE Transactions on Software Engineering,Exposomesignificance,1
IEEE Transactions on Software Engineering,FLAMES: A Socially Relevant Computing Summer Internship for High School Students,1
IEEE Transactions on Software Engineering,Facilitating Computational Thinking through Digital Fabrication,1
IEEE Transactions on Software Engineering,Forensic Sciences Researchsignificance,1
IEEE Transactions on Software Engineering,Forestry: An International Journal of Forest Researchsignificance,1
IEEE Transactions on Software Engineering,French Historysignificance,1
IEEE Transactions on Software Engineering,From computational thinking to computational action,1
IEEE Transactions on Software Engineering,Fuzzy learning performance assessment based on decision making under internal uncertainty,1
IEEE Transactions on Software Engineering,G3 Genes|Genomes|Geneticssignificance,1
IEEE Transactions on Software Engineering,Game-Based Assessment for Computational Thinking: A Systematic Review,1
IEEE Transactions on Software Engineering,Gamification and Engagement: Development of Computational Thinking and the Implications in Mathematical Learning,1
IEEE Transactions on Software Engineering,Gamified Coding: Toy Robots and Playful Learning in Early Education,1
IEEE Transactions on Software Engineering,Gamified forms: a proposal for teaching training based on Computational Thinking,1
IEEE Transactions on Software Engineering,GeoGebra applet to learn programming and debugging in mathematics lessons,1
IEEE Transactions on Software Engineering,German Historysignificance,1
IEEE Transactions on Software Engineering,Health Policy and Planningsignificance,1
IEEE Transactions on Software Engineering,Health Promotion Internationalsignificance,1
IEEE Transactions on Software Engineering,Helping Engineering Students Learn in Introductory Computer Science (CS1) Using Computational Creativity Exercises (CCEs),1
IEEE Transactions on Software Engineering,Hitting the Ground Running: Computational Physics Education to Prepare Students for Computational Physics Research,1
IEEE Transactions on Software Engineering,Holonic systems as software paradigms for industrial automation and environmental monitoring,1
IEEE Transactions on Software Engineering,How Many Abilities Can We Measure in Computational Thinking? A Study on Bebras Challenge,1
IEEE Transactions on Software Engineering,How is Computational Thinking Defined in Elementary Science?,1
IEEE Transactions on Software Engineering,How presentation affects the difficulty of computational thinking tasks: an IRT analysis,1
IEEE Transactions on Software Engineering,"I'm trying to think, but nothing happens! [robotics]",1
IEEE Transactions on Software Engineering,ICT4D 2.0 studies in virtual environment: Context and user needs to foster learning process,1
IEEE Transactions on Software Engineering,IMA Journal of Numerical Analysissignificance,1
IEEE Transactions on Software Engineering,Imagingsignificance,1
IEEE Transactions on Software Engineering,Impact of Programming Exposure on the Development of Computational Thinking Capabilities: An Empirical Study,1
IEEE Transactions on Software Engineering,Improving learning of computational thinking using creative thinking exercises in CS-1 computer science courses,1
IEEE Transactions on Software Engineering,Improving undergraduates' software engineering ability by adapting blended learning model,1
IEEE Transactions on Software Engineering,Incorporating Computational Thinking in the Classrooms of Puerto Rico: How a MOOC Served as an Outreach and Recruitment Tool for Computer Science Education,1
IEEE Transactions on Software Engineering,Incorporating Multiple Linear Regression in Analysing Factors Influencing Consumers Purchase Intention for Online Shopping in Malaysia,1
IEEE Transactions on Software Engineering,Infusing Computational Thinking into the Accounting Curriculum - Framework and Perspectives,1
IEEE Transactions on Software Engineering,Injecting computational thinking into career explorations for middle school girls,1
IEEE Transactions on Software Engineering,Integrated intelligent algorithm for product design based on simulation of creative thinking,1
IEEE Transactions on Software Engineering,International Journal of Public Opinion Researchsignificance,1
IEEE Transactions on Software Engineering,International Political Sociologysignificance,1
IEEE Transactions on Software Engineering,International Relations of the Asia-Pacificsignificance,1
IEEE Transactions on Software Engineering,Interweaving Digital Literacy with Computational Thinking,1
IEEE Transactions on Software Engineering,Introducing Computational Thinking into Archival Science Education,1
IEEE Transactions on Software Engineering,Introducing Middle School Students to Computational Thinking with the CS First Curriculum,1
IEEE Transactions on Software Engineering,Introducing computational thinking through stealth teaching,1
IEEE Transactions on Software Engineering,Journal of American Historysignificance,1
IEEE Transactions on Software Engineering,Journal of Analytical Toxicologysignificance,1
IEEE Transactions on Software Engineering,Journal of Antitrust Enforcementsignificance,1
IEEE Transactions on Software Engineering,Journal of Burn Care & Researchsignificance,1
IEEE Transactions on Software Engineering,Journal of Computer-Mediated Communicationsignificance,1
IEEE Transactions on Software Engineering,Journal of Crohn's and Colitissignificance,1
IEEE Transactions on Software Engineering,Journal of Economic Geographysignificance,1
IEEE Transactions on Software Engineering,Journal of Mechanicssignificance,1
IEEE Transactions on Software Engineering,Journal of Public Healthsignificance,1
IEEE Transactions on Software Engineering,Journal of Radiation Researchsignificance,1
IEEE Transactions on Software Engineering,Journal of Urban Ecologysignificance,1
IEEE Transactions on Software Engineering,Journal of the International Commission on Radiation Units and Measurementssignificance,1
IEEE Transactions on Software Engineering,Journal of the London Mathematical Societysignificance,1
IEEE Transactions on Software Engineering,Learning Computational Thinking Efficiently: How Parsons Programming Puzzles within Scratch Might Help,1
IEEE Transactions on Software Engineering,Learning computational thinking and social skills development in young children through problem solving with educational robotics,1
IEEE Transactions on Software Engineering,Literature and Theologysignificance,1
IEEE Transactions on Software Engineering,Logic Journal of the IGPLsignificance,1
IEEE Transactions on Software Engineering,MindMaths: learning mathematics in the early years through computational thinking and robotics,1
IEEE Transactions on Software Engineering,Mobile computational thinking with APP inventor 2,1
IEEE Transactions on Software Engineering,Mobile computational thinking with app inventor 2 (abstract only),1
IEEE Transactions on Software Engineering,Model of Organizing Online Learning for Students in Agricultural Area,1
IEEE Transactions on Software Engineering,Modeling Abstract Concepts For Internet of Everything: A Cognitive Artificial System,1
IEEE Transactions on Software Engineering,Modeling a Problem-Solving Approach Through Computational Thinking for Teaching Programming,1
IEEE Transactions on Software Engineering,Modelling The Fitness Landscapes of a SCRaMbLEd Yeast Genome,1
IEEE Transactions on Software Engineering,Modern Judaism - A Journal of Jewish Ideas and Experiencesignificance,1
IEEE Transactions on Software Engineering,Modifying the Design Sprint Methodology: Leveraging Online Tools for Collaborating and Prototyping in Research Settings,1
IEEE Transactions on Software Engineering,Molecular Biology and Evolutionsignificance,1
IEEE Transactions on Software Engineering,"Motivation, Awareness, and Perceptions of Computational Science",1
IEEE Transactions on Software Engineering,NAR Genomics and Bioinformaticssignificance,1
IEEE Transactions on Software Engineering,Nature Management Models as a Tool for Forming Optimisation Thinking of Students,1
IEEE Transactions on Software Engineering,Neuroscience of Consciousnesssignificance,1
IEEE Transactions on Software Engineering,Observing Computational Thinking Skills of Kindergarten Children,1
IEEE Transactions on Software Engineering,On computational thinking as a universal skill: A review of the latest research on this ability,1
IEEE Transactions on Software Engineering,Ornithological Applicationssignificance,1
IEEE Transactions on Software Engineering,Oxford Art Journalsignificance,1
IEEE Transactions on Software Engineering,PACT: A Citizen Science Project for Computing Education,1
IEEE Transactions on Software Engineering,Parallel computational thinking,1
IEEE Transactions on Software Engineering,Philosophia Mathematicasignificance,1
IEEE Transactions on Software Engineering,Physical Therapysignificance,1
IEEE Transactions on Software Engineering,Precision Clinical Medicinesignificance,1
IEEE Transactions on Software Engineering,Preliminary Study on the Teaching Design of Curriculum Ideology and Political Education in “The Basis of Computer Hardware Technology” Based on ADDIE Model,1
IEEE Transactions on Software Engineering,Preliminary thinking about the mathematic foundation of modern computational electromagnetism,1
IEEE Transactions on Software Engineering,Preparing upper elementary school teachers for integrating computational thinking into regular classroom activities,1
IEEE Transactions on Software Engineering,Problem solving based technical drawing education,1
IEEE Transactions on Software Engineering,Progress of Theoretical Physicssignificance,1
IEEE Transactions on Software Engineering,Promoting Computational Thinking in Elementary School: A Narrative-Centered Learning Approach,1
IEEE Transactions on Software Engineering,Protein & Cellsignificance,1
IEEE Transactions on Software Engineering,Quantum Serious Games to Boost Quantum Literacy within Computational Thinking 2.0 Framework,1
IEEE Transactions on Software Engineering,Quantum cognitive computation by CICT,1
IEEE Transactions on Software Engineering,Query expansion using fuzzy abductive inference for creative thinking support system,1
IEEE Transactions on Software Engineering,Recognizing computational thinking patterns,1
IEEE Transactions on Software Engineering,Reform of basic computer teaching practice by enhancing computational science thinking ability,1
IEEE Transactions on Software Engineering,Regenerative Biomaterialssignificance,1
IEEE Transactions on Software Engineering,Regional variations in HIV diagnosis in Japan before and during the COVID-19 pandemic,1
IEEE Transactions on Software Engineering,Representing Design Intent for Computer-supported Consistency Maintenance,1
IEEE Transactions on Software Engineering,Research on design sketch teaching from the view of creative thinking,1
IEEE Transactions on Software Engineering,Research on the Application of Gamification Programming Teaching for High School Students’ Computational Thinking Development,1
IEEE Transactions on Software Engineering,Research on the logical equivalence of C language and App Inventor selection structure : Take the junior high school smart planting project as an example,1
IEEE Transactions on Software Engineering,Robotic perception of dwelling: threshhold of thinking machines,1
IEEE Transactions on Software Engineering,STEAM for all: New Computational Thinking Curricula in Spanish Formal Secondary Education,1
IEEE Transactions on Software Engineering,STEM-Coding using Drones,1
IEEE Transactions on Software Engineering,Sandwich robot: how non-programmers solve computational problems,1
IEEE Transactions on Software Engineering,Science and Public Policysignificance,1
IEEE Transactions on Software Engineering,Sequential Behavior Analysis of Interdisciplinary Activities in Computational Thinking and EFL Language Learning With Game-Based Learning,1
IEEE Transactions on Software Engineering,Session details: Paper Session: Computational Thinking Assessment,1
IEEE Transactions on Software Engineering,Significancesignificance,1
IEEE Transactions on Software Engineering,Software clones in scratch projects: on the presence of copy-and-paste in computational thinking learning,1
IEEE Transactions on Software Engineering,Starting from scratch: Developing a pre-service teacher training program in computational thinking,1
IEEE Transactions on Software Engineering,Supporting creative thinking in design with computational approach,1
IEEE Transactions on Software Engineering,Synthetic Biologysignificance,1
IEEE Transactions on Software Engineering,Tasks for Assessing Skills of Computational Thinking,1
IEEE Transactions on Software Engineering,Teaching Computational Thinking Using Agile Software Engineering Methods: A Framework for Middle Schools,1
IEEE Transactions on Software Engineering,Teaching mode reform and exploration on the University Computer Basic based on Computational thinking training in Network Environment,1
IEEE Transactions on Software Engineering,Technological tool to assess computational thinking,1
IEEE Transactions on Software Engineering,The APP Method: Self-Regulation Strategies Giving POWER to Computer Science Students,1
IEEE Transactions on Software Engineering,The AProS Project: Strategic Thinking & Computational Logic,1
IEEE Transactions on Software Engineering,The American Journal of Jurisprudencesignificance,1
IEEE Transactions on Software Engineering,The Application of Digital Technology in the Design Domain,1
IEEE Transactions on Software Engineering,The Art of Oil Paintings Creation with Computer Multimedia Technology,1
IEEE Transactions on Software Engineering,The British Journal of Social Worksignificance,1
IEEE Transactions on Software Engineering,The Cambridge Quarterlysignificance,1
IEEE Transactions on Software Engineering,The Construction and Application of A Blended Contextual Teaching Model for Computational Thinking Development,1
IEEE Transactions on Software Engineering,The Construction of Project-Based Learning Model Based on Design Thinking,1
IEEE Transactions on Software Engineering,The Effects of Using Poly-Universe on Computational Thinking in Biology and Physical Education,1
IEEE Transactions on Software Engineering,The Essence of Computational Thinking,1
IEEE Transactions on Software Engineering,The Journals of Gerontology: Series Bsignificance,1
IEEE Transactions on Software Engineering,The Musical Quarterlysignificance,1
IEEE Transactions on Software Engineering,The Philosophical Quarterlysignificance,1
IEEE Transactions on Software Engineering,The Roles of Code in Computational Science,1
IEEE Transactions on Software Engineering,The Visible Cell™ Project: Changing the Way We Think about Cells,1
IEEE Transactions on Software Engineering,Think Simulation - Think Experiment: The Virtual Cell Paradigm,1
IEEE Transactions on Software Engineering,Thinking about Computational Thinking: Lessons from Education Research,1
IEEE Transactions on Software Engineering,"Thinking, expertise and diagrams that encode laws",1
IEEE Transactions on Software Engineering,Tourism forecasting by mixed-frequency machine learning,1
IEEE Transactions on Software Engineering,Towards Innovative Teaching with Educational Persuasive Interfaces,1
IEEE Transactions on Software Engineering,Towards the Automatic Recognition of Computational Thinking for Adaptive Visual Language Learning,1
IEEE Transactions on Software Engineering,Toxicological Sciencessignificance,1
IEEE Transactions on Software Engineering,Transactions of Mathematics and Its Applicationssignificance,1
IEEE Transactions on Software Engineering,Transmission of respiratory diseases in high-metabolic environments: A case study of gym,1
IEEE Transactions on Software Engineering,Trends Virtual Laboratory for Practical Learning in Vocational Education,1
IEEE Transactions on Software Engineering,Trends in the Use of Design Thinking for Embedded Systems,1
IEEE Transactions on Software Engineering,Understanding Students' Computational Thinking through Cognitive Interviews: A Learning Trajectory-based Analysis,1
IEEE Transactions on Software Engineering,Unlocking Sustainable Development Goals through Computational Thinking: A Search to Inform Computers Education from Citizen Science Dataset,1
IEEE Transactions on Software Engineering,Use of a novel combination of multiplex PCR and DNA barcoding in assessing authenticity of ginseng products,1
IEEE Transactions on Software Engineering,Using Visualization to Reduce the Cognitive Load of Threshold Concepts in Computer Programming,1
IEEE Transactions on Software Engineering,Using robot to motivate computational thinking in high school students,1
IEEE Transactions on Software Engineering,Using the Think Aloud Method to Observe Students' Help-seeking Behavior in Math Tutoring Software,1
IEEE Transactions on Software Engineering,Virtual Laboratory-Based Student Worksheets Development for Computational Thinking Practices,1
IEEE Transactions on Software Engineering,Virtual experiment teaching and research oriented to college computer curriculum,1
IEEE Transactions on Software Engineering,Virus Evolutionsignificance,1
IEEE Transactions on Software Engineering,“Evolution”: Design and Implementation of Digital Educational Material to Strengthen Computational Thinking Skills,1
Journal of Computer Science,A Collaborative Approach to Integrate Computational Thinking in an Integrated STEM Curriculum,1
Journal of Computer Science,A Collaborative Citizen Science Platform for Real-Time Volunteer Computing and Games,1
Journal of Computer Science,A Computer Scientist Teaches Gen Ed Math,1
Journal of Computer Science,A Feasibility Study of Arducation Bot : An Educational Robotics and Mobile Application Kit for Computational Thinking Skills,1
Journal of Computer Science,A Formative Assessment Tool to Support Computational Thinking in the Classroom,1
Journal of Computer Science,A Framework to Overcome the Dark Side of Generative Artificial Intelligence (GAI) Like ChatGPT in Social Media and Education,1
Journal of Computer Science,A Generator of Game Programming Challenges for Computational Thinking Development,1
Journal of Computer Science,"A MOOC on Computational Thinking for All: Pedagogical Principles, Challenges, and Their Application",1
Journal of Computer Science,A Method for Assigning Weight to the Assessment Indicators of Computational Thinking with XGBoost,1
Journal of Computer Science,A Principled Approach to Designing a Computational Thinking Practices Assessment for Early Grades,1
Journal of Computer Science,A Robotics-based Learning Environment Supporting Computational Thinking Skills — Design and Development,1
Journal of Computer Science,A Systematic Review of Computational Thinking Approach for Programming Education in Higher Education Institutions,1
Journal of Computer Science,A cognitive model of human thinking,1
Journal of Computer Science,A container terminal logistics computational architecture with MPSoC distributed cooperative computing perspective,1
Journal of Computer Science,A fractional order SIR model describing hesitancy to the COVID-19 vaccination,1
Journal of Computer Science,"A meta-analysis of employee perceptions of CSR in tourism and hospitality: Antecedents, outcomes, and boundaries",1
Journal of Computer Science,A quasi-experimental investigation of differences between face-to-face and videoconference interviews in an actual selection process,1
Journal of Computer Science,A raspberry-pi centred quasi-flipped learning model to trigger creative-thinking in electrical engineering students,1
Journal of Computer Science,Abstraction Through Multiple Representations in an Integrated Computational Thinking Environment,1
Journal of Computer Science,Aesthetic Surgery Journal Open Forumsignificance,1
Journal of Computer Science,AlfaDatizando: a Data Visualization Platform to work Computational Thinking in Digital Humanities,1
Journal of Computer Science,Alg-Design: Facilitates to Learn Algorithmic Thinking for Beginners,1
Journal of Computer Science,An Effective Approach to Teach an Introductory Computer Science Course with Computational Thinking and Flow-Chart Based Visual Programming,1
Journal of Computer Science,An Ensemble of U-Net Models for Kidney Tumor Segmentation With CT Images,1
Journal of Computer Science,An Innovative Approach to Teaching an Undergraduate Software Engineering Course,1
